name,neighborhood_or_region,address,address_complement,phone,opening_hours,dish_name,dish_description,dish_image_url,source_url,listing_page,lat,lng,bairro,link
Bar Tô Legal,Grajaú,"Rua Juiz de Fora, 179 | Grajaú, Rio de Janeiro – RJ",Lj. A |,2122686001,Segunda-feira: 12h – 22h | Terça-feira: 12h – 22h | Quarta-feira: 12h – 22h | Quinta-feira: 12h – 22h | Sexta-feira: 12h – 22h | Sábado: 12h – 22h | Domingo: 12h – 22h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Bar Tô Legal Fast-tel tô legal Pastéis recheados com costela bovina desfiada e agrião.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09081743/bartolegal_festteltolegal_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/bar-to-legal/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9255571,-43.2591151,Grajaú,https://comidadibuteco.com.br/buteco/bar-to-legal/
Bar Victor,Centro,"R. Riachuelo, 32| Centro, Rio de Janeiro – RJ",Lj. A,21965263450,Segunda-feira: 12h – 23h30 | Terça-feira: 12h – 23h30 | Quarta-feira: 12h – 23h30 | Quinta-feira: 12h – 23h30 | Sexta-feira: 12h – 1h | Sábado: 12h – 1h | Domingo: 12h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Bar Victor Deu Samba Massa de aipim crocante, temperada com manteiga de garrafa, salsa e queijo parmesão. Por cima, pasta de cream cheese e alho-poró e, para finalizar, ragu de peito bovino com fraldinha. Com toque de molho de tomate artesanal.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082426/barvictor_deusamba_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/bar-victor/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9134782,-43.1907794,Centro,https://comidadibuteco.com.br/buteco/bar-victor/
Beneh Gastrobar,Vila Isabel,"Rua Dona Maria, 9 | Vila Isabel, Rio de Janeiro – RJ",Polo Gastronômico da Tijuca,21999451740,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 1h | Sábado: 12h – 1h | Domingo: 12h – 22h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Beneh Gastrobar Boa Vista Creme aveludado de espinafre e alho confit com mini medalhão de filé-mignon suíno empanado.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082433/benehgastrobar_boavista_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/beneh-gastrobar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9193492,-43.2379738,Vila Isabel,https://comidadibuteco.com.br/buteco/beneh-gastrobar/
Biricutico Bar e Botequim,Méier,"R. Magalhães Couto, 356 | Méier, Rio de Janeiro – RJ",,21964912235,Segunda-feira: 12h – 22h | Terça-feira: 12h – 22h | Quarta-feira: 12h – 22h | Quinta-feira: 12h – 22h | Sexta-feira: 12h – 22h | Sábado: 12h – 22h | Domingo: 12h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Biricutico Bar e Botequim Pastel do Popeye Pastel de espinafre com queijo gorgonzola, catupiry e farofa de torresmo.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082439/biricuticobarebotequim_pasteldopopeye_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/biricutico-bar-e-botequim/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9016658,-43.2880066,Méier,https://comidadibuteco.com.br/buteco/biricutico-bar-e-botequim/
Biroska do Camarão,Cacuia/Colônia Z-10,"R. Antônio Sales, 4 | Cacuia/Colônia Z-10, Rio de Janeiro – RJ",,21988698139,Segunda-feira: 12h – 18h | Terça-feira: 12h – 18h | Quarta-feira: 12h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 12h – 18h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Biroska do Camarão Joelho atrevido Massa de aipim frito com cobertura de joelho de porco e cebola caramelizada. Acompanha: molho de espinafre.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082446/biroskadocamarao_joelhoatrevido_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/biroska-do-camarao/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,,,Cacuia/Colônia Z-10,https://comidadibuteco.com.br/buteco/biroska-do-camarao/
Bistrô Aconchego,Vila Valqueire,"Rua das Rosas, 1500 | Vila Valqueire, Rio de Janeiro – RJ",,21982843962,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 0h | Sábado: 12h – 1h | Domingo: 12h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Bistrô Aconchego Amor de Iza Trio de tortinhas feitas com massinha de brócolis com queijo, recheadas com: frango com requeijão, costela com barbecue e camarão com alho-poró e cream cheese.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082556/bistroaconchego_amordeiza_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/5854-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.8850636,-43.3633282,Vila Valqueire,https://comidadibuteco.com.br/buteco/5854-revision-v1/
Boemia Social Clube,Vila da Penha,"Av. Oliveira Belo, 1180 | Vila da Penha, Rio de Janeiro – RJ",Lj. E,2131905979,Domingo: 11h30 – 0h | Segunda-feira: 11h30 – 0h | Terça-feira: 11h30 – 0h | Quarta-feira: 11h30 – 0h | Quinta-feira: 11h30 – 0h | Sexta-feira: 11h30 – 0h | Sábado: 11h30 – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boemia Social Clube Poró & Prosa Pasta de tomate seco com salame, parmesão, alho-poró, manjericão e um toque picante da geleia de pimentão; servido sobre crostini artesanal crocante.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082604/bohemiasocialclube_poroeprosa_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boemia-social-clube/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.8412392,-43.3057818,Vila da Penha,https://comidadibuteco.com.br/buteco/boemia-social-clube/
Booze Bar,Lapa,"Av. Mem de Sá, 63 | Lapa, Rio de Janeiro – RJ",,2122521588,Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 1h | Sábado: 11h – 1h | Domingo: 11h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Booze Bar Croc Costela Espeto de costela no bafo envolta por queijo, pesto de rúcula e empanada numa massa dourada e supercrocante. Acompanhada por 3 molhos: ketchup artesanal, mostarda de maçã e pasta de jalapenho.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082612/boozebar_croccostela_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/booze-bar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9133637,-43.1812232,Lapa,https://comidadibuteco.com.br/buteco/booze-bar/
Boteco Bacurau,Lapa,"Avenida Mem de Sá, 175 | Lapa, Rio de Janeiro – RJ",,21974831461,Segunda-feira: 16h – 0h | Terça-feira: 11h – 1h | Quarta-feira: 11h – 1h | Quinta-feira: 11h – 1h | Sexta-feira: 11h – 1h | Sábado: 11h – 1h | Domingo: 11h – 1h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Bacurau Tacural Quatro tacos de acelga com carne de sol e queijo coalho.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082619/botecobacurau_tacural_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-bacurau/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9132232,-43.1799854,Lapa,https://comidadibuteco.com.br/buteco/boteco-bacurau/
Boteco Bella Chama,Centro,"Avenida Churchill, 13 | Centro, Rio de Janeiro – RJ",Ljs. A e B,21993256472,Segunda-feira: 7h – 16h | Terça-feira: 7h – 23h | Quarta-feira: 7h – 23h | Quinta-feira: 7h – 23h | Sexta-feira: 7h – 23h | Sábado: 7h – 16h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Bella Chama Costela de cordeiro à Bella Chama Pedaços de costela de cordeiro servidos com molho de aipo, alho-poró, hortelã e geleia de hortelã cítrica.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082627/botecobellachama_costeladecordeiroabellacama_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-bella-chama/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9090733,-43.1717053,Centro,https://comidadibuteco.com.br/buteco/boteco-bella-chama/
Boteco Boca Miúda,Méier,"Rua Adriano, 235 | Méier, Rio de Janeiro – RJ",,21966193530,Terça-feira: 12h – 23h | Quarta-feira: 12h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Boca Miúda Quem conta um agrião, aumenta uma costela Tiras crocantes de polenta com costela, creme de queijo e vinagrete de agrião. Acompanha molho de pimenta da casa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082736/botecobocamiuda_quemcontaumagriaoaumentaumacostela_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-boca-miuda/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9020068,-43.2899019,Méier,https://comidadibuteco.com.br/buteco/boteco-boca-miuda/
Boteco Brotinho de Copa,Copacabana,"Av. Prado Junior, 78 | Copacabana, Rio de Janeiro – RJ",Lj. A,21998622271,Segunda-feira: 11h – 23h20 | Terça-feira: 11h – 23h20 | Quarta-feira: 11h – 23h20 | Quinta-feira: 11h – 23h20 | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 23h20,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Brotinho de Copa Um sonho de lombo Coxinha de lombo de porco assado na pressão, desfiado e refogado com ora-pro-nóbis e bacon fritinho em cubos. Tudo isso em uma tradicional massa de aipim artesanal. Acompanhado de azeite temperado da casa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082745/botecobrotinhodecopa_umsonhodelombo_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-brotinho-de-copa/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/3/,-22.9628196,-43.1754843,Copacabana,https://comidadibuteco.com.br/buteco/boteco-brotinho-de-copa/
Boteco Carioquinha,Lapa,"Av. Gomes Freire, 822 | Lapa, Rio de Janeiro – RJ",,2122523025,Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Carioquinha Anéis de porco recheado, até os talos Lombo suíno marinado, recheado com linguiça artesanal, assado e cozido. Servido em anéis com molho do cozimento. Acompanhado de farofa de talos vegetais e batata coberta por queijo gratinado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082754/botecocarioquinha_aneisdeporcoateostalos_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/3532-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9116751,-43.1835037,Lapa,https://comidadibuteco.com.br/buteco/3532-revision-v1/
Boteco do Raoni,Grajaú,"Rua Uberaba, 91 | Grajaú, Rio de Janeiro – RJ",,2135706162,Segunda-feira: 17h – 23h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco do Raoni Cinco minutinhos sem perder a amizade Dois bolinhos de carne recheados com queijo, espinafre, cebola e pimenta. Acompanha barbecue de cachaça caseira e 2 bolinhos de batata com funghi secchi, shitake secchi e acelga, acompanhada de teriyaki com manga.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082802/botecodoraoni_cincominutinhossemperderaamizade_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-do-raoni/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9251805,-43.2559024,Grajaú,https://comidadibuteco.com.br/buteco/boteco-do-raoni/
Boteco do Russo,Anil,"Estrada de Jacarepaguá, 7040 | Anil, Rio de Janeiro – RJ",Lj B,21981125473,Segunda-feira: 11h – 16h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco do Russo Costela do Montela Costela marinada com especiarias, assada por 6 horas, servida com batata calabresa no alecrim, creme de milho e brotos de agrião.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082811/botecodorusso_costeladomontela_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-do-russo/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9646311,-43.3351562,Anil,https://comidadibuteco.com.br/buteco/boteco-do-russo/
Boteco Play,Tijuca,"R. Campos Sales, 16 | Tijuca, Rio de Janeiro – RJ",Lj. B,21987023503,Terça-feira: 11h – 21h30 | Quarta-feira: 11h – 21h30 | Quinta-feira: 11h – 21h30 | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 19h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Play É Couve, Mas Pode Confiar Bolinho recheado com batata, couve, linguiça defumada, alho salteado e aquele queijo derretido que não pode faltar. Um petisco com alma de tradição e sabor.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082922/botecoplay_ecouvemaspodeconfiar_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-play/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9185715,-43.2171519,Tijuca,https://comidadibuteco.com.br/buteco/boteco-play/
Boteco Vou Demais,Andaraí,"R. Paula Brito, 240 | Andaraí, Rio de Janeiro – RJ",,2134370610,Segunda-feira: 11h30 – 22h | Terça-feira: 11h30 – 22h | Quarta-feira: 11h30 – 22h | Quinta-feira: 11h30 – 22h | Sexta-feira: 11h30 – 23h | Sábado: 11h30 – 23h | Domingo: 11h30 – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteco Vou Demais Bananou o Camarão Banana-da-terra cozida, temperada com alho, cebola e recheada com camarão puxado no azeite com alho-poró, pimentões vermelho e amarelo.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082931/botecovoudemais_bananouocamarao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteco-vou-demais/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9284583,-43.2546247,Andaraí,https://comidadibuteco.com.br/buteco/boteco-vou-demais/
Boteko do Cadico,Andaraí,"R. Barão de Itaipu, 30 | Andaraí, Rio de Janeiro – RJ",Loja C,21964245189,Segunda-feira: 11h – 23h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Boteko do Cadico Poró-Popó Cigarretes recheados, com toque de alho-poró caramelizado e acompanhamentos.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082940/botekodocadico_poropopo_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/boteko-do-cadico/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9244919,-43.2476156,Andaraí,https://comidadibuteco.com.br/buteco/boteko-do-cadico/
Botequim Chega Mais,Copacabana,"R. Barata Ribeiro, 247 | Copacabana, Rio de Janeiro – RJ",Lj. B,2125471210,Terça-feira: 13h – 0h | Quarta-feira: 13h – 0h | Quinta-feira: 13h – 0h | Sexta-feira: 13h – 0h | Sábado: 13h – 0h | Domingo: 13h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Botequim Chega Mais Dom Felipe de Bacalhau Bacalhau desfiado com batata amassada, espinafre, cenoura ralada, requeijão e parmesão gratinado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082950/botequimchegamais_domfelipedebacalhau_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/botequim-chega-mais/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9671598,-43.1834588,Copacabana,https://comidadibuteco.com.br/buteco/botequim-chega-mais/
Braseiro do Roque,Vila da Penha,"R. Feliciano Pena, 332 | Vila da Penha, Rio de Janeiro – RJ",Lj. A,21964838204,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h30 | Sábado: 12h – 23h30 | Domingo: 12h – 21h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Braseiro do Roque No coração da VP Coração de frango assado na brasa servido no pão com pasta de alho, coberto por camada de queijo meia cura derretido e acompanhado de molho da casa e uma salada de repolho roxo, cenoura e aipo.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09082958/braseirodoroque_nocoracaodavp_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/braseiro-do-roque/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.8466188,-43.3136101,Vila da Penha,https://comidadibuteco.com.br/buteco/braseiro-do-roque/
Brazuca,Portuguesa,"Rua Luís Sá, 205 | Portuguesa, Rio de Janeiro – RJ",,2141412300,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 12h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Brazuca Baderna Baderna, um petisco no copo: creme de espinafre, carne de porco desfiada, cubinhos de queijo coalho tostado e um toque melado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083107/brazuca_baderna_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/brazuca/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.798166,-43.2013604,Portuguesa,https://comidadibuteco.com.br/buteco/brazuca/
Cabeça de Bagre,Vila Isabel,"R. Sousa Franco, 254 – Casa | Vila Isabel, Rio de Janeiro – RJ",,21992947082,Quarta-feira: 11h45 – 23h | Quinta-feira: 11h45 – 23h | Sexta-feira: 11h45 – 23h | Sábado: 11h45 – 23h | Domingo: 11h45 – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Cabeça de Bagre Maria, me perdi em Tóquio! Dupla de onigiris com base de arroz japonês, recheados com bisque de camarão, camarões empanados e emulsão de alho frito.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083116/cabecadebagre_mariameperdiemtokyo_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/cabeca-de-bagre/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,,,Vila Isabel,https://comidadibuteco.com.br/buteco/cabeca-de-bagre/
Cachambeer,Cachambi,"R. Cachambi, 475 | Cachambi, Rio de Janeiro – RJ",Lojas A e B,2130421640,Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 12h – 0h | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Cachambeer Quem vê cara não vê rabada Escondidinho de rabada desfiada com agrião, recheado com muçarela, feito com fubá de milho, finalizado com muçarela derretida, pimenta-biquinho e agrião.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083124/cachambeer_quemvecaranaoverabada_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/3536-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.8866067,-43.2769168,Cachambi,https://comidadibuteco.com.br/buteco/3536-revision-v1/
Café e Bar Recreio do Leme,Leme,"R. Gustavo Sampaio, 410 | Leme, Rio de Janeiro – RJ",Loja A,2131907893,Segunda-feira: 8h – 0h | Terça-feira: 8h – 0h | Quarta-feira: 8h – 0h | Quinta-feira: 8h – 0h | Sexta-feira: 8h – 0h | Sábado: 8h – 0h | Domingo: 8h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Café e Bar Recreio do Leme Crepe Carioca Crepe de espinafre com recheio de brócolis, alho-poró, bacon com creme de cenoura com gorgonzola.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083132/cafeebarrecreiodoleme_crepecarioca_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/cafe-e-bar-recreio-do-leme/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/4/,-22.9633969,-43.1713204,Leme,https://comidadibuteco.com.br/buteco/cafe-e-bar-recreio-do-leme/
